"chr","start","end","length","nCG","meanMethy1","meanMethy2","diff.Methy","areaStat","feature_class","nearest_gene","distance_to_TSS","in_CpG_island","gene_symbol"
"chr12",70347116,70347207,92,6,0.062232096182851,0.0834546216947366,-0.0212225255118856,-31.9549391333208,"intron","XM_036157699.1",-4519,TRUE,"Trim9"
"chr3",132385417,132385490,74,6,0.440541885118385,0.790647481321475,-0.35010559620309,-31.9529393952612,"intron","NM_007926.2",4151,TRUE,"Aimp1"
"chr9",52803290,52803341,52,6,0.923526544930998,0.90450882413343,0.0190177207975679,31.9485427408569,NA,"XR_870747.3",-14153,FALSE,"Gm39339"
"chr18",82913364,82913443,80,7,0.0895862379436819,0.14073841970876,-0.0511521817650781,-31.9478990280607,NA,"NR_166715.1",-6729,FALSE,"Gm30889"
"chr12",91773873,91778507,4635,9,0.26409776121361,0.273255445839619,-0.00915768462600886,-31.9405755407628,NA,"NM_175367.7",-20637,TRUE,"Ston2"
"chr11",60712304,60712412,109,7,0.939790415733054,0.915676187734155,0.0241142279988994,31.9389505142204,NA,"Gm12611",5112,FALSE,NA
"chr8",92030052,92030120,69,6,0.799611227836304,0.609414649422769,0.190196578413535,31.9212167146628,"intron","XM_006530992.4",9562,TRUE,"Rpgrip1l"
"chr4",98966297,98966347,51,6,0.955340072026811,0.937261376194099,0.0180786958327113,31.9085843107403,"intron","XM_030253720.2",1740,TRUE,"Dock7"
"chr11",98693912,98694061,150,5,0.935175695780411,0.909167946294615,0.0260077494857964,31.9084788323081,"intron","NM_001361933.1",4434,TRUE,"Msl1"
"chr12",84548625,84548680,56,5,0.701738772839573,0.589455763928374,0.112283008911199,31.90094999519,"intron","NM_001405332.1",50347,TRUE,NA
"chr2",30814648,30814732,85,4,0.948935563540245,0.903092417281848,0.0458431462583971,31.8864547226311,NA,"Gm13400",-283,TRUE,NA
"chr2",127529153,127529235,83,5,0.933354167375115,0.906102531632559,0.0272516357425554,31.8831776956535,"prom","Gm14245",-1053,FALSE,NA
"chr13",100677773,100677835,63,6,0.907197898958171,0.859184725937071,0.0480131730211005,31.8806374710426,"intron","NM_008756.2",11172,TRUE,"Ocln"
"chr14",76310441,76310498,58,6,0.342946331098465,0.612685811494959,-0.269739480396495,-31.873475484637,NA,"XM_036158828.1",29383,FALSE,"Gpalpp1"
"chr16",59457771,59457823,53,6,0.932150692857133,0.875755811903533,0.0563948809535997,31.8476313011978,"intron","NR_040564.1",465,TRUE,"4930547E14Rik"
"chr11",103434729,103434796,68,7,0.945688465863967,0.919491883662118,0.0261965822018493,31.8470218793056,"intron","XM_011249376.2",-38896,TRUE,"Lrrc37a"
"chr4",43729150,43729861,712,5,0.657069219395958,0.742769966805264,-0.0857007474093066,-31.8415138282509,"prom","NM_001348108.2",-184,FALSE,"Spaar"
"chr8",119036375,119037629,1255,8,0.834638454798666,0.881916764677508,-0.0472783098788425,-31.8411825540165,NA,"XR_003947470.2",22984,TRUE,"Gm51555"
"chr13",63573461,63573518,58,7,0.0745499909770999,0.103503953482333,-0.0289539625052328,-31.8313256030145,"intron","XM_006517090.4",5624,TRUE,"Fancc"
"chr8",124895446,124895510,65,7,0.929867076218558,0.900092296496444,0.0297747797221141,31.8258897960516,NA,"Gm3889",9417,FALSE,NA
"chr4",140245126,140245226,101,8,0.162137320712112,0.359567279127397,-0.197429958415285,-31.8208067230075,"intron","XR_004942220.1",-54902,TRUE,"Gm54264"
"chr19",60874303,60874358,56,6,0.0712728318217218,0.128034038686383,-0.0567612068646617,-31.8174610346312,NA,"XM_006526697.5",-3637,FALSE,"Grk5"
"chr19",29672904,29672955,52,6,0.952227822847907,0.92423550785071,0.0279923149971976,31.8057361949398,"prom","XM_011247400.3",-2001,FALSE,"Mlana"
"chr17",63784846,63784907,62,5,0.813635051119047,0.901617597630582,-0.0879825465115344,-31.8027305046378,NA,"NM_015794.1",22669,TRUE,"Fbxl17"
"chr1",165066873,165066942,70,7,0.890205317106405,0.814257500521662,0.0759478165847425,31.8014798578978,"intron","NM_001357410.1",-2345,TRUE,"Tiprl"
"chr7",46667596,46667667,72,5,0.0410350940659463,0.0733039990087131,-0.0322689049427669,-31.8013782346462,NA,"NR_166573.1",9296,FALSE,"Gm32031"
"chr11",101254070,101254126,57,5,0.0681922529614417,0.106051334118822,-0.0378590811573808,-31.7994347971708,NA,"NM_008061.4",-4416,FALSE,"G6pc"
"chr1",181888873,181888968,96,4,0.485543632946556,0.336719631988011,0.148824000958546,31.7858412801651,NA,"n-TSgct1",5302,FALSE,NA
"chr14",108339396,108339451,56,5,0.851190809647779,0.617895915533191,0.233294894114588,31.7759381773395,NA,"Gm9336",9739,FALSE,NA
"chr14",89582965,89583029,65,7,0.909643768107863,0.856018361997494,0.053625406110369,31.7682996121297,NA,"Gm17882",25992,FALSE,NA
"chr8",11508211,11508283,73,5,0.852487553420991,0.688740292292925,0.163747261128066,31.767288902151,"intron","XM_011242042.4",13037,TRUE,"Rab20"
"chr2",28970907,28970975,69,5,0.828092587011348,0.876070264015976,-0.047977677004628,-31.7585614689554,"intron","Gm13396",13145,TRUE,NA
"chr18",76137129,76137184,56,9,0.901733961413654,0.863195341227518,0.0385386201861363,31.7517271731408,"intron","XR_003952670.1",-43118,TRUE,"Gm52362"
"chr4",63186491,63186575,85,4,0.306949528122101,0.36956374911527,-0.0626142209931692,-31.7476439383894,"intron","NR_030477.1",11405,TRUE,"Mir455"
"chr17",37682375,37682479,105,8,0.880845010491969,0.76125503584589,0.119589974646079,31.7471240984001,NA,"Or14r1-ps1",-5126,FALSE,NA
"chr4",57710728,57710783,56,7,0.870537096236014,0.706046427654532,0.164490668581482,31.7445858773735,NA,"XR_004942269.1",33790,TRUE,"Gm35099"
"chr4",37757541,37757598,58,6,0.888171484705111,0.859529186562451,0.0286422981426598,31.7420686340188,NA,"XR_004942321.1",81219,FALSE,"LOC115490040"
"chr1",87309766,87309820,55,9,0.93430126288742,0.91846073051565,0.0158405323717702,31.730607455807,"intron","XM_006529470.5",-7749,TRUE,"Gigyf2"
"chr7",27765363,27765450,88,6,0.129811398836204,0.200300256087891,-0.070488857251687,-31.7287495908846,NA,"NM_001122603.1",-5211,FALSE,"Fcgbp"
"chr8",46265751,46265814,64,7,0.922989708921669,0.879275385221964,0.0437143236997055,31.7284519158971,"intron","NR_045739.1",6521,TRUE,"Sorbs2os"
"chr12",28702048,28702109,62,4,0.924327822325144,0.832178020967843,0.0921498013573014,31.7254771584729,"exon","NR_186048.1",2449,TRUE,NA
"chr19",34815757,34815807,51,7,0.906398700347308,0.92806534683514,-0.0216666464878322,-31.7235932365261,"intron","NR_029783.1",-17585,TRUE,"Mir107"
"chr9",72093918,72093981,64,5,0.911649382708947,0.874084538320339,0.0375648443886081,31.723074694411,NA,"Uba52-ps",-11637,FALSE,NA
"chr12",71895706,71895792,87,8,0.925544196456656,0.879704095322332,0.0458401011343239,31.713266329653,NA,"Gm7985",-1624,TRUE,NA
"chr10",62601809,62601987,179,5,0.0825285728033599,0.151859103961305,-0.0693305311579455,-31.7119885735317,NA,"NR_028557.1",-425,TRUE,"Snord98"
"chr4",132352362,132352426,65,7,0.131311070136744,0.179248531790255,-0.0479374616535108,-31.7098700692466,NA,"XM_006538540.5",-13877,FALSE,"Eya3"
"chr17",23523545,23524499,955,8,0.570373807190222,0.614787861802665,-0.0444140546124437,-31.7005827175189,"intron","NM_001102584.1",6789,TRUE,"Vmn2r114"
"chr5",118344534,118344600,67,4,0.904024529873294,0.874073542951582,0.0299509869217126,31.6997399613706,"intron","NM_007545.2",36707,TRUE,"Hrk"
"chr1",193272909,193272966,58,4,0.154480857465646,0.240079943742447,-0.0855990862768004,-31.6930018418205,NA,"XR_001779912.2",-64813,FALSE,"Gm31870"
"chr1",89816873,89816946,74,4,0.886840025795939,0.942068679535542,-0.0552286537396034,-31.6844201091041,"exon","XM_030244408.2",-40984,TRUE,"LOC102637806"
"chr12",73476677,73476738,62,5,0.852999507646929,0.786806119650036,0.0661933879968932,31.6729076730524,NA,"XR_001780532.3",-15358,FALSE,"Gm33929"
"chr3",22413607,22413662,56,6,0.851046334955075,0.79513048113546,0.0559158538196148,31.669561257204,NA,"Gm37636",-9830,FALSE,NA
"chr4",98726804,98726876,73,5,0.109784348886438,0.144214142505616,-0.0344297936191786,-31.6671074645916,NA,"Gm12851",-14105,FALSE,NA
"chr16",95415399,95415458,60,6,0.791323788531243,0.709447636299098,0.0818761522321448,31.6602248907001,NA,"NM_001302152.1",-27948,FALSE,"Erg"
"chr14",55548460,55548515,56,6,0.912382167539718,0.936091518664295,-0.0237093511245767,-31.6598526105542,NA,"Gm6852",39977,FALSE,NA
"chr9",58261913,58261975,63,7,0.954713171379172,0.897182629391683,0.0575305419874889,31.6598051467372,NA,"XR_004935794.1",-7767,FALSE,"Gm53527"
"chr7",53731376,53731438,63,5,0.920663782760591,0.850543134501113,0.0701206482594783,31.6544778035638,NA,"NR_105746.1",-189740,FALSE,"Mir6238"
"chr13",51461388,51461470,83,6,0.921939507681924,0.891945365582735,0.0299941420991889,31.6535803893905,NA,"Gm29787",-30127,FALSE,NA
"chr16",75691772,75691833,62,4,0.888533718563065,0.81358666010798,0.0749470584550851,31.648713301601,"intron","NM_023380.2",14322,TRUE,"Samsn1"
"chr6",117997795,117997863,69,6,0.799656586797508,0.68405194409007,0.115604642707438,31.6425152205073,"intron","NM_001362104.1",9331,TRUE,"Rasgef1a"
"chr9",106647171,106647256,86,6,0.759241270223644,0.612702607418844,0.1465386628048,31.6263260498806,"intron","NM_030730.2",19157,TRUE,"Rad54l2"
"chr7",103294153,103294221,69,7,0.90801347665256,0.814786754047351,0.0932267226052099,31.6255191916953,NA,"NM_147083.1",-4809,FALSE,"Olfr622"
"chr12",81000667,81000732,66,5,0.940496111746171,0.914008668688448,0.0264874430577229,31.6251972706595,"intron","NM_001409837.1",8361,TRUE,NA
"chr1",91421974,91422033,60,7,0.892810565479493,0.860358108577197,0.0324524569022967,31.6182995730861,"prom","XR_004934797.1",-278,FALSE,"Traf3ip1"
"chr4",149800172,149800223,52,4,0.91788274032937,0.871603293790681,0.0462794465386899,31.6161746694029,"exon","XM_006538646.1",-13150,TRUE,"Pik3cd"
"chr5",143255474,143259442,3969,6,0.645595659417505,0.523368864919194,0.122226794498311,31.6161336920995,NA,"NM_017467.3",0,TRUE,"Zfp316"
"chr18",31904368,31904432,65,4,0.945218420458756,0.916618656765841,0.0285997636929153,31.6139465352013,"intron","NM_001242430.1",10701,TRUE,"Ammecr1l"
"chrX",135008774,135008829,56,6,0.0476176885260235,0.0744219837931192,-0.0268042952670957,-31.6043288442319,"intron","NR_045425.1",3105,TRUE,"5730412P04Rik"
"chr4",125848160,125848224,65,5,0.89113726376676,0.922032098796646,-0.0308948350298861,-31.6028206753105,NA,"NR_015560.2",-31965,FALSE,"2610028E06Rik"
"chr2",124515999,124516081,83,4,0.83179536096043,0.694129636124991,0.137665724835439,31.6007851036616,NA,"NM_199239.4",20500,FALSE,"Sema6d"
"chr1",6026758,6026853,96,5,0.902773034405008,0.827205309847478,0.0755677245575294,31.5993312492233,NA,"NM_010342.1",-39142,FALSE,"Npbwr1"
"chr3",101020617,101020673,57,5,0.941787212880564,0.899485661022972,0.0423015518575924,31.5975145850491,NA,"XM_017319503.2",-2557,FALSE,"Ptgfrn"
"chr2",173143806,173143875,70,5,0.776093729103571,0.843022576379105,-0.0669288472755341,-31.5938880915564,NA,"XR_001783591.1",-10417,FALSE,"Gm36859"
"chr9",44808104,44808155,52,4,0.944085037811102,0.912305036288713,0.0317800015223897,31.5912622834394,"prom","Gm26249",-1008,FALSE,NA
"chr11",84519599,84519660,62,6,0.240255759211228,0.333999511349046,-0.0937437521378185,-31.5897001272687,NA,"NR_046197.1",91599,FALSE,"1700109G15Rik"
"chr17",35983486,35983554,69,6,0.947075045655432,0.927800204055036,0.0192748416003958,31.5889617041633,"intron","NM_001413326.1",1054,TRUE,NA
"chr4",137064945,137064997,53,4,0.90369998683682,0.848670531925479,0.0550294549113406,31.5839762087455,"intron","XM_036163619.1",19002,TRUE,"Cdc42"
"chr17",11520318,11520462,145,7,0.946191736839387,0.860465241137046,0.0857264957023404,31.582506021777,NA,"XM_006523337.4",251,TRUE,"Prkn"
"chr11",50210179,50210234,56,4,0.0496347332998997,0.0903386633694119,-0.0407039300695122,-31.5806949697052,"intron","NM_007597.3",6267,TRUE,"Canx"
"chr4",125271072,125271154,83,7,0.686646321063608,0.756834038780212,-0.070187717716604,-31.5781049725962,NA,"XR_868138.1",-4320,FALSE,"Gm40247"
"chr19",36736469,36736531,63,6,0.104460731531113,0.135285570274642,-0.0308248387435289,-31.5776527336269,NA,"NM_016854.2",-22466,FALSE,"Ppp1r3c"
"chr15",40092686,40092743,58,5,0.944859035139278,0.920432652532716,0.0244263826065618,31.5767009170501,NA,"NR_155349.1",66685,FALSE,"Gm33301"
"chr17",67799042,67799115,74,5,0.929753270834947,0.839194221555141,0.0905590492798057,31.5710875391387,NA,"XR_385718.3",133249,FALSE,"Gm36152"
"chr11",24292076,24292151,76,7,0.912301746165969,0.858227052358436,0.0540746938075329,31.5677011992316,NA,"XR_003949536.1",-103288,FALSE,"Gm12068"
"chr1",182125261,182125347,87,6,0.0645460013983558,0.088555521784324,-0.0240095203859682,-31.5541497926569,NA,"NR_015458.1",-3052,FALSE,"1700047M11Rik"
"chr3",11973038,11973111,74,7,0.83609001557711,0.813061408585671,0.0230286069914394,31.5493454364648,NA,"NR_040751.1",-63620,FALSE,"Gm10745"
"chr11",94474689,94474762,74,5,0.14120541263444,0.105990999934664,0.0352144126997757,31.5472892208526,"intron","NM_153807.2",17851,TRUE,"Acsf2"
"chr17",21450384,21450477,94,7,0.0815036700041755,0.112090049893018,-0.0305863798888426,-31.5371219182566,NA,"NM_134198.2",1298,FALSE,"Vmn1r234"
"chr2",118899199,118899410,212,7,0.634524777522465,0.457795596598863,0.176729180923602,31.53701427779,"exon","XM_006500377.5",21577,TRUE,"Knl1"
"chr11",74667714,74667771,58,5,0.934265974142661,0.900067725125913,0.0341982490167483,31.5289406378166,"intron","XR_004937347.1",-2228,TRUE,"LOC115487898"
"chr11",97335932,97336011,80,5,0.860385558738236,0.807287900439316,0.0530976582989202,31.5284688083376,"intron","XM_006533871.5",-3583,TRUE,"Arhgap23"
"chr17",40418826,40418929,104,9,0.853937663583044,0.805219222390932,0.0487184411921118,31.5260236971144,NA,"Tgif2-ps2",-7180,FALSE,NA
"chr4",53366408,53366479,72,5,0.845654881375109,0.894999268555138,-0.0493443871800298,-31.5145013301137,"intron","XR_390570.2",37347,TRUE,"Gm12496"
"chr9",114147176,114147241,66,6,0.930663579096748,0.896001915677116,0.0346616634196326,31.5043220756677,"prom","XM_035096927.2",-1045,FALSE,"4921528I07Rik"
"chr5",122404654,122404716,63,7,0.934860333124733,0.884786151168205,0.0500741819565282,31.4999510330416,NA,"XR_001784734.3",-2098,FALSE,"Tctn1"
"chr2",155810602,155810704,103,4,0.927660822224685,0.894908271732461,0.0327525504922243,31.4954168154012,NA,"XM_036158613.1",-4566,TRUE,"Cep250"
"chr18",76544046,76544115,70,7,0.0796187303005389,0.120024587648226,-0.0404058573476869,-31.4847268387928,NA,"XR_003953653.2",-65695,FALSE,"Gm41779"
"chr15",38914335,38914388,54,7,0.908830433375736,0.88374873008314,0.0250817032925961,31.4823449703777,NA,"XR_001781629.1",-781,TRUE,"Gm7194"
"chr2",164880621,164880703,83,5,0.741484353464183,0.830777004464431,-0.0892926510002479,-31.4792855933396,NA,"XM_006499369.5",-3828,FALSE,"Ncoa5"
"chr4",50700267,50700328,62,8,0.883511053244436,0.844666262445276,0.0388447907991605,31.4772535656975,NA,"XR_881273.1",-89296,FALSE,"Gm42287"
"chr16",30491641,30491715,75,5,0.713597076204351,0.792694698729106,-0.0790976225247553,-31.4770533518636,NA,"NM_177632.3",73102,FALSE,"Fam43a"
"chr15",25836372,25836428,57,6,0.934444942696981,0.892435626444099,0.0420093162528827,31.4765503507522,NA,"Gm4824",4310,FALSE,NA
"chr2",29805860,29805913,54,4,0.924596858087319,0.875158021797775,0.0494388362895444,31.4724662547403,"intron","NM_028923.3",-19508,TRUE,"Gle1"
"chr2",117120739,117120792,54,7,0.0469422675752308,0.0646637385786482,-0.0177214710034174,-31.4711790728269,"intron","NM_026620.3",40521,TRUE,"Fam98b"
"chr7",12588164,12588239,76,5,0.900725299122051,0.811523306968203,0.0892019921538482,31.4708396334825,NA,"XM_036153329.1",17948,FALSE,"Zfp110"
"chr8",122667877,122667968,92,7,0.920592164372048,0.87286680504199,0.0477253593300577,31.4514573955556,"intron","NM_007608.2",3684,TRUE,"Car5a"
"chr1",190207136,190207239,104,8,0.765484203646456,0.669097762539298,0.0963864411071585,31.448837103061,NA,"XR_003948944.1",-32137,FALSE,"Gm30725"
"chr19",53437395,53437445,51,4,0.919965677544736,0.888671769152155,0.0312939083925813,31.446622992141,"intron","NR_167900.1",-11608,TRUE,"4833407H14Rik"
"chr5",148959233,148959283,51,6,0.0990402450444963,0.176532256458081,-0.0774920114135845,-31.444713324016,NA,"XR_003956013.2",-6278,FALSE,"Gm15411"
"chr8",23256765,23256899,135,6,0.074916742173683,0.114981632682719,-0.0400648905090359,-31.4417712445309,"intron","XM_036153826.1",767,TRUE,"Plat"
"chr7",45538473,45538524,52,6,0.0868857404102788,0.125021993451088,-0.0381362530408095,-31.4416381668914,"intron","NM_021482.2",7612,TRUE,"Syngr4"
"chr13",105165703,105166870,1168,4,0.912242414564347,0.852682510968057,0.0595599035962904,31.4409167243242,"intron","XM_006517722.4",23533,TRUE,"Rgs7bp"
"chr16",43889436,43889502,67,6,0.0441038402853337,0.0674596338442903,-0.0233557935589565,-31.4365478159382,NA,"NM_001408334.1",-5680,FALSE,NA
"chr9",101971162,101971237,76,7,0.939593035779628,0.914829450249535,0.0247635855300929,31.4282974460739,"intron","n-R5s88",-33849,TRUE,NA
"chr8",83211738,83211812,75,6,0.954009912387666,0.921597432007994,0.0324124803796717,31.422675427285,NA,"XR_004935229.1",76020,FALSE,"Gm25138"
"chr13",81586083,81586158,76,11,0.865094721219532,0.895108060907419,-0.0300133396878868,-31.4160705791815,"intron","XM_017315372.2",85735,TRUE,"Adgrv1"
"chr16",18397501,18397570,70,6,0.929641103657223,0.903353197058277,0.0262879065989461,31.4109118774354,NA,"NM_011532.3",8175,FALSE,"Tbx1"
"chr3",146696150,146696201,52,9,0.920266962823636,0.884853928687583,0.0354130341360533,31.40787047721,NA,"XR_004941525.1",-94704,FALSE,"Gm29771"
"chr11",70650056,70650133,78,4,0.707898538022388,0.795979129376372,-0.0880805913539848,-31.4062267168876,"prom","Gm51884",-975,FALSE,NA
"chr10",71163077,71163128,52,4,0.917597161095615,0.820315438115602,0.0972817229800138,31.4059676396289,NA,"Rpl19-ps2",8519,FALSE,NA
"chr2",132738686,132738756,71,6,0.819404198991338,0.882689170157797,-0.063284971166459,-31.4010350054368,"intron","XM_011239602.3",-2757,TRUE,"Lrrn4"
"chr3",146314235,146317836,3602,5,0.90330975238704,0.859265184567865,0.0440445678191749,31.3961481516138,NA,"NM_019957.5",3518,TRUE,"Dnase2b"
"chr11",113421826,113421907,82,7,0.912302642093531,0.861266058240664,0.0510365838528665,31.3954269459052,"intron","XM_006534130.4",34725,TRUE,"Slc39a11"
"chr7",79698798,79698848,51,5,0.919624443166427,0.875243852907562,0.0443805902588642,31.3880432653908,"intron","XM_006540742.5",21990,TRUE,"Zfp710"
"chr10",57292207,57292264,58,5,0.876456532015851,0.82037760977468,0.0560789222411714,31.3873172337128,NA,"Gm19256",-2406,FALSE,NA
"chr8",72741473,72741530,58,4,0.8983550052231,0.861444404734378,0.0369106004887223,31.3869982338683,NA,"XR_003947403.2",-16974,FALSE,"Gm51535"
"chr10",79996547,79996603,57,7,0.0544271601840888,0.0726880598812098,-0.0182608996971211,-31.3830711913985,NA,"NM_001379422.1",-5221,FALSE,"Cirbp"
"chr1",133624459,133624540,82,5,0.955967297821653,0.929762027508404,0.0262052703132488,31.375397717371,NA,"XM_006529557.5",-3700,FALSE,"Lax1"
"chr5",136032492,136032554,63,5,0.945221355270122,0.92263893683607,0.0225824184340514,31.3734888436048,"intron","XM_006504506.3",8534,TRUE,"Dtx2"
"chr1",52817105,52817212,108,7,0.0594646020212094,0.0814110211240822,-0.0219464191028728,-31.3729721698308,NA,"XM_011238442.4",28022,FALSE,"Inpp1"
"chr3",104818226,104818282,57,8,0.0637477040419737,0.0858264140166741,-0.0220787099747003,-31.3687061675295,"intron","Gm4525",5231,TRUE,NA
"chr11",96827626,96827682,57,5,0.918494213435898,0.886664122896148,0.0318300905397492,31.3633409517963,NA,"NM_134021.2",7164,FALSE,"Pnpo"
"chr17",87797886,87797941,56,7,0.0520242813124982,0.0709669011221249,-0.0189426198096267,-31.3626970521535,NA,"NR_168623.1",-30100,FALSE,"Gm30794"
"chr17",85562746,85562796,51,5,0.464397761262179,0.564696088971678,-0.1002983277095,-31.361012467238,NA,"XR_877067.4",97264,TRUE,"Gm36826"
"chr2",33018565,33018645,81,5,0.861113859261788,0.835196145905808,0.0259177133559796,31.353468870994,"intron","XM_030252273.2",1589,TRUE,"Garnl3"
"chr13",53276671,53276734,64,6,0.713646106150511,0.654152571498538,0.059493534651973,31.3528755372284,"intron","XR_003950677.1",-47023,TRUE,"Gm52058"
"chr18",65347756,65347841,86,7,0.856533163757743,0.805566915400287,0.0509662483574563,31.3422141912997,"exon","XR_004939937.1",-29503,TRUE,"LOC118568359"
"chr10",29030618,29030670,53,4,0.882405027411062,0.807102977604462,0.0753020498066003,31.3282806522903,"intron","NM_026138.2",10628,TRUE,"Soga3"
"chr17",29799908,29799962,55,7,0.885827440846268,0.842554375336474,0.0432730655097939,31.3240133017405,"intron","NR_106127.1",-14550,TRUE,"Mir7667"
"chr5",114862514,114862580,67,7,0.901019371352767,0.927610543859581,-0.0265911725068135,-31.3204518845553,NA,"NR_105995.1",4940,FALSE,"Mir7028"
"chr12",99845281,99845337,57,5,0.951224691396451,0.926340858205887,0.0248838331905646,31.3203183372923,"intron","NM_030172.2",4365,TRUE,"Efcab11"
"chr2",172580697,172580759,63,4,0.837249959579115,0.724576183169944,0.112673776409171,31.3087904584519,NA,"XR_375351.2",75031,FALSE,"Gm36156"
"chr4",154541161,154544057,2897,23,0.777848488190117,0.745303179029254,0.0325453091608626,31.3033592950255,"intron","NR_168681.1",-47314,TRUE,"Gm52688"
"chr1",88241018,88241223,206,4,0.876288686882087,0.734174172759356,0.142114514122731,31.3033340095294,"intron","XM_006529225.2",-5287,TRUE,"Trpm8"
"chr13",105740916,105740976,61,4,0.954188287524209,0.91763063566687,0.0365576518573385,31.303014956202,NA,"XR_004938282.1",-41883,FALSE,"LOC115488225"
"chr11",31213271,31213359,89,7,0.885554943401222,0.845132483369735,0.0404224600314869,31.3026463086064,NA,"XR_872334.2",-92856,FALSE,"Gm40822"
"chr12",71428615,71430080,1466,9,0.838316082453759,0.82901540403411,0.00930067841964899,-31.3000343932945,"exon","NR_136902.1",903,TRUE,"1700083H02Rik"
"chr16",8674757,8674843,87,4,0.701491298758421,0.594797250186685,0.106694048571735,31.2942796346646,NA,"Gm52232",-1258,TRUE,NA
"chr11",98968024,98968086,63,7,0.894646366731993,0.836193050750774,0.0584533159812199,31.287165586389,"intron","NM_172564.3",12047,TRUE,"Tns4"
"chr7",44392416,44392474,59,5,0.885973181219681,0.856072359310583,0.0299008219090983,31.2843175728595,"intron","XM_006540878.1",2210,TRUE,"Zfp473"
"chr6",83796119,83796183,65,5,0.801027020152197,0.483939052350076,0.317087967802122,31.2733333862872,"intron","NM_146169.2",12541,TRUE,"Paip2b"
"chr6",139631253,139631303,51,6,0.88988517048268,0.827855294570949,0.0620298759117311,31.2589757965509,"intron","NM_207683.3",40185,TRUE,"Pik3c2g"
"chr5",140524592,140524649,58,7,0.894625551263843,0.773315499955182,0.121310051308661,31.2560892772025,NA,"XR_004942667.1",-185,TRUE,"LOC118568761"
"chr3",127639785,127639849,65,6,0.0692127389642679,0.0930342811440539,-0.023821542179786,-31.2486870601937,NA,"XM_006501241.4",-8638,FALSE,"Ap1ar"
"chr8",83592673,83594440,1768,10,0.229308087730017,0.239273668474793,-0.00996558074477583,-31.2414878326881,"intron","NM_177378.4",2690,TRUE,"Rnf150"
"chr11",30139237,30139298,62,5,0.941566703984891,0.898578011254546,0.0429886927303451,31.2396793699664,"intron","NM_009260.2",8960,TRUE,"Sptbn1"
"chr1",167688275,167688329,55,9,0.0673659911373576,0.0846109351969459,-0.0172449440595883,-31.2395361207157,NA,"NM_033652.6",171150,FALSE,"Lmx1a"
"chr7",7222433,7222498,66,6,0.898682322729099,0.834743464165161,0.0639388585639373,31.2388153300293,"intron","NM_145577.2",-9437,TRUE,"Zfp772"
"chr15",98408443,98408521,79,7,0.878655302659073,0.8608445226441,0.0178107800149735,31.2281184225682,NA,"NR_034051.1",9195,FALSE,"Snora34"
"chr9",86879300,86879363,64,4,0.0837561563342411,0.117342357230757,-0.0335862008965159,-31.2226415440605,"intron","NM_001379244.1",-18227,TRUE,"Ripply2"
"chr15",99127433,99127628,196,5,0.804575037810533,0.704936699928932,0.0996383378816007,31.2222316563371,"intron","XM_006520484.4",3481,TRUE,"Kcnh3"
"chr4",138487735,138487890,156,7,0.733501347978921,0.831964626693346,-0.0984632787144251,-31.220932004378,NA,"XM_036164169.1",-2804,FALSE,"Pla2g2f"
"chr10",77802211,77802288,78,5,0.852321017053357,0.906553304849602,-0.0542322877962444,-31.2092734374938,"intron","XM_006513731.5",1100,TRUE,"Trpm2"
"chr2",168717597,168717672,76,5,0.817615686314508,0.86982652653698,-0.0522108402224727,-31.2062973297947,NA,"XR_004941215.1",6417,FALSE,"Gm25214"
"chr12",57098306,57098364,59,4,0.869898197712337,0.915657274690858,-0.0457590769785206,-31.1958945602285,"intron","NM_001167976.1",109065,TRUE,"Slc25a21"
"chr6",85266219,85268998,2780,4,0.897450739589221,0.846112644154799,0.0513380954344219,31.1923037045611,NA,"XM_030255684.1",41044,TRUE,"Sfxn5"
"chr16",90351779,90351856,78,6,0.833113765137532,0.891489832562768,-0.0583760674252365,-31.1805290601928,NA,"NR_167897.1",-4283,FALSE,"Gm36001"
"chr15",36713472,36713530,59,6,0.847794437243101,0.725965534536116,0.121828902706985,31.1747077493575,NA,"XR_875148.3",-3611,FALSE,"Gm41296"
"chr6",143260338,143260388,51,6,0.777705826696458,0.85921911445208,-0.0815132877556221,-31.1697179641314,NA,"XR_869574.2",-53901,FALSE,"4930407I02Rik"
"chr13",55835828,55835880,53,7,0.121193941993599,0.141537184979675,-0.0203432429860769,-31.1637439723272,NA,"NM_181278.2",-5057,FALSE,"B230219D22Rik"
"chr19",41296587,41296643,57,4,0.916501350951417,0.85908129856818,0.0574200523832362,31.1576914812624,"intron","XR_003952935.2",25030,TRUE,"Gm52406"
"chr3",44901728,44901787,60,4,0.932286326928004,0.877900286796798,0.0543860401312055,31.1522634813865,NA,"Gm18866",222131,FALSE,NA
"chr1",39474614,39474852,239,6,0.872545262734097,0.761997619933528,0.110547642800569,31.1518334184887,"intron","NM_018775.4",42977,TRUE,"Tbc1d8"
"chr17",25133141,25133216,76,4,0.21144084161456,0.107561242733308,0.103879598881251,31.150944439729,"intron","NM_019730.2",17669,TRUE,"Nme3"
"chr4",137539294,137539345,52,8,0.896577834238822,0.86353780643202,0.033040027806801,31.1436412363901,"prom","XR_004942214.1",-174,FALSE,"Gm32079"
"chr4",141247780,141247841,62,6,0.0871203232709064,0.11683018424265,-0.0297098609717434,-31.1402392214631,"intron","NR_166589.1",-15019,TRUE,"Gm4123"
